date,COUNT,Status Code,Branch Name,Month,Year
3/1/2018,6012,C,GE4,3,2018
3/1/2018,28,C,GE4,3,2018
4/1/2018,4109,C,GE4,4,2018
5/1/2018,3847,C,GE4,5,2018
6/1/2018,2391,C,GE4,6,2018
6/1/2018,651,C,GE4,6,2018
7/1/2018,4299,C,GE4,7,2018
7/1/2018,383,C,GE4,7,2018
8/1/2018,3931,C,GE4,8,2018
8/1/2018,5,C,GE4,8,2018
9/1/2018,3411,C,GE4,9,2018
9/1/2018,11,C,GE4,9,2018
10/1/2018,4790,C,GE4,10,2018
10/1/2018,11,C,GE4,10,2018
11/1/2018,4708,C,GE4,11,2018
11/1/2018,585,C,GE4,11,2018
12/1/2018,4711,C,GE4,12,2018
12/1/2018,1,C,GE4,12,2018
1/1/2018,575,EE,GE4,1,2018
1/1/2018,56,EE,GE4,1,2018
2/1/2018,493,EE,GE4,2,2018
2/1/2018,35,EE,GE4,2,2018
3/1/2018,539,EE,GE4,3,2018
3/1/2018,3,EE,GE4,3,2018
4/1/2018,536,EE,GE4,4,2018
5/1/2018,467,EE,GE4,5,2018
6/1/2018,404,EE,GE4,6,2018
6/1/2018,80,EE,GE4,6,2018
7/1/2018,405,EE,GE4,7,2018
7/1/2018,19,EE,GE4,7,2018
